team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
India,Mohammed Siraj (India),bowl,24,11,1,0.041666667,0.458333333,South Africa,Eden Gardens,5-Nov-23,4,1,2.75,2,,,,,
England,LS Livingstone (England),bowl,18,13,1,0.055555556,0.722222222,Bangladesh,Dharamsala,10-Oct-23,3,0,4.33,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,12,13,1,0.083333333,1.083333333,Bangladesh,Chennai,13-Oct-23,2,0,6.5,1,,,,,
Australia,PJ Cummins (Australia),bowl,24,14,1,0.041666667,0.583333333,Netherlands,Delhi,25-Oct-23,4,0,3.5,2,,,,,
Pakistan,Iftikhar Ahmed (Pakistan),bowl,18,16,1,0.055555556,0.888888889,Netherlands,Hyderabad,6-Oct-23,3,0,5.33,2,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,18,16,1,0.055555556,0.888888889,South Africa,Dharamsala,17-Oct-23,3,0,5.33,2,,,,,
New Zealand,MJ Henry (New Zealand),bowl,30,16,1,0.033333333,0.533333333,Afghanistan,Chennai,18-Oct-23,5,2,3.2,2,,,,,
India,RA Jadeja (India),bowl,42,16,1,0.023809524,0.380952381,England,Lucknow,29-Oct-23,7,1,2.28,2,,,,,
South Africa,K Rabada (South Africa),bowl,36,16,1,0.027777778,0.444444444,New Zealand,Pune,1-Nov-23,6,2,2.66,2,,,,,
South Africa,L Ngidi (South Africa),bowl,48,18,1,0.020833333,0.375,Australia,Lucknow,12-Oct-23,8,2,2.25,2,,,,,
Afghanistan,Fazalhaq Farooqi (Afghanistan),bowl,30,19,1,0.033333333,0.633333333,Bangladesh,Dharamsala,7-Oct-23,5,0,3.8,2,,,,,
England,JE Root (England),bowl,24,19,1,0.041666667,0.791666667,Afghanistan,Delhi,15-Oct-23,4,0,4.75,1,,,,,
England,CR Woakes (England),bowl,42,19,1,0.023809524,0.452380952,Netherlands,Pune,8-Nov-23,7,0,2.71,2,,,,,
Sri Lanka,PVD Chameera (Sri Lanka),bowl,24,20,1,0.041666667,0.833333333,New Zealand,Bengaluru,9-Nov-23,4,1,5,2,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,50,21,1,0.02,0.42,England,Bengaluru,26-Oct-23,8.2,1,2.52,1,,,,,
Australia,MA Starc (Australia),bowl,24,22,1,0.041666667,0.916666667,Netherlands,Delhi,25-Oct-23,4,0,5.5,2,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,42,25,1,0.023809524,0.595238095,Bangladesh,Eden Gardens,28-Oct-23,7,1,3.57,2,,,,,
Netherlands,Saqib Zulfiqar (Netherlands),bowl,18,25,1,0.055555556,1.388888889,Afghanistan,Lucknow,3-Nov-23,3,0,8.33,2,,,,,
India,Mohammed Siraj (India),bowl,39,26,1,0.025641026,0.666666667,Australia,Chennai,8-Oct-23,6.3,1,4,1,,,,,
Netherlands,A Dutt (Netherlands),bowl,60,26,1,0.016666667,0.433333333,Bangladesh,Eden Gardens,28-Oct-23,10,3,2.6,2,,,,,
South Africa,KA Maharaj (South Africa),bowl,12,27,1,0.083333333,2.25,England,Wankhede,21-Oct-23,2,0,13.5,2,,,,,
Australia,JR Hazlewood (Australia),bowl,36,27,1,0.027777778,0.75,Netherlands,Delhi,25-Oct-23,6,0,4.5,2,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,30,27,1,0.033333333,0.9,Afghanistan,Lucknow,3-Nov-23,5,0,5.4,2,,,,,
New Zealand,TG Southee (New Zealand),bowl,30,27,1,0.033333333,0.9,Pakistan,Bengaluru,4-Nov-23,5,0,5.4,2,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,42,28,1,0.023809524,0.666666667,Afghanistan,Dharamsala,7-Oct-23,7,1,4,1,,,,,
India,HH Pandya (India),bowl,18,28,1,0.055555556,1.555555556,Australia,Chennai,8-Oct-23,3,0,9.33,1,,,,,
England,MA Wood (England),bowl,60,29,1,0.016666667,0.483333333,Bangladesh,Dharamsala,10-Oct-23,10,0,2.9,2,,,,,
Netherlands,LV van Beek (Netherlands),bowl,36,30,1,0.027777778,0.833333333,Pakistan,Hyderabad,6-Oct-23,6,0,5,1,,,,,
Netherlands,LV van Beek (Netherlands),bowl,54,30,1,0.018518519,0.555555556,Bangladesh,Eden Gardens,28-Oct-23,9,1,3.33,2,,,,,
Netherlands,LV van Beek (Netherlands),bowl,42,30,1,0.023809524,0.714285714,Afghanistan,Lucknow,3-Nov-23,7,0,4.28,2,,,,,
South Africa,KA Maharaj (South Africa),bowl,60,30,1,0.016666667,0.5,India,Eden Gardens,5-Nov-23,10,0,3,1,,,,,
Pakistan,Mohammad Nawaz (3) (Pakistan),bowl,42,31,1,0.023809524,0.738095238,Netherlands,Hyderabad,6-Oct-23,7,0,4.42,2,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,34,31,1,0.029411765,0.911764706,Bangladesh,Dharamsala,7-Oct-23,5.4,0,5.47,2,,,,,
Australia,MA Starc (Australia),bowl,48,31,1,0.020833333,0.645833333,India,Chennai,8-Oct-23,8,0,3.87,2,,,,,
India,SN Thakur (India),bowl,36,31,1,0.027777778,0.861111111,Afghanistan,Delhi,11-Oct-23,6,0,5.16,1,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,31,1,0.016666667,0.516666667,Bangladesh,Chennai,13-Oct-23,10,1,3.1,1,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,60,31,1,0.016666667,0.516666667,Pakistan,Chennai,23-Oct-23,10,0,3.1,1,,,,,
Bangladesh,Taskin Ahmed (Bangladesh),bowl,36,32,1,0.027777778,0.888888889,Afghanistan,Dharamsala,7-Oct-23,6,0,5.33,1,,,,,
South Africa,KA Maharaj (South Africa),bowl,60,32,1,0.016666667,0.533333333,Bangladesh,Wankhede,24-Oct-23,10,0,3.2,2,,,,,
New Zealand,JDS Neesham (New Zealand),bowl,12,32,1,0.083333333,2.666666667,Australia,Dharamsala,28-Oct-23,2,0,16,1,,,,,
England,LS Livingstone (England),bowl,60,33,1,0.016666667,0.55,Afghanistan,Delhi,15-Oct-23,10,0,3.3,1,,,,,
India,R Ashwin (India),bowl,60,34,1,0.016666667,0.566666667,Australia,Chennai,8-Oct-23,10,1,3.4,1,,,,,
Pakistan,Hasan Ali (Pakistan),bowl,36,34,1,0.027777778,0.944444444,India,Ahmedabad,14-Oct-23,6,0,5.66,2,,,,,
New Zealand,R Ravindra (New Zealand),bowl,30,34,1,0.033333333,1.133333333,Afghanistan,Chennai,18-Oct-23,5,0,6.8,2,,,,,
Australia,MP Stoinis (Australia),bowl,24,34,1,0.041666667,1.416666667,England,Ahmedabad,4-Nov-23,4,0,8.5,2,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,48,36,1,0.020833333,0.75,New Zealand,Chennai,13-Oct-23,8,0,4.5,2,,,,,
Australia,GJ Maxwell (Australia),bowl,57,36,1,0.01754386,0.631578947,Sri Lanka,Lucknow,16-Oct-23,9.3,0,3.78,1,,,,,
South Africa,AL Phehlukwayo (South Africa),bowl,42,36,1,0.023809524,0.857142857,Afghanistan,Ahmedabad,10-Nov-23,7,0,5.14,1,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,42,37,1,0.023809524,0.880952381,Netherlands,Hyderabad,6-Oct-23,7,0,5.28,2,,,,,
Australia,JR Hazlewood (Australia),bowl,60,37,1,0.016666667,0.616666667,Pakistan,Bengaluru,20-Oct-23,10,1,3.7,2,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,37,1,0.016666667,0.616666667,India,Dharamsala,22-Oct-23,10,0,3.7,2,,,,,
Bangladesh,Shakib Al Hasan (Bangladesh),bowl,60,37,1,0.016666667,0.616666667,Netherlands,Eden Gardens,28-Oct-23,10,1,3.7,1,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,42,37,1,0.023809524,0.880952381,Sri Lanka,Pune,30-Oct-23,7,0,5.28,1,,,,,
Bangladesh,Taskin Ahmed (Bangladesh),bowl,36,38,1,0.027777778,1.055555556,England,Dharamsala,10-Oct-23,6,0,6.33,1,,,,,
South Africa,KA Maharaj (South Africa),bowl,54,38,1,0.018518519,0.703703704,Netherlands,Dharamsala,17-Oct-23,9,0,4.22,1,,,,,
South Africa,K Rabada (South Africa),bowl,36,38,1,0.027777778,1.055555556,England,Wankhede,21-Oct-23,6,1,6.33,2,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,48,39,1,0.020833333,0.8125,Sri Lanka,Lucknow,21-Oct-23,8,1,4.87,2,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,50,39,1,0.02,0.78,Sri Lanka,Lucknow,21-Oct-23,8.2,0,4.68,2,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,36,40,1,0.027777778,1.111111111,Pakistan,Hyderabad,6-Oct-23,6,0,6.66,1,,,,,
India,Kuldeep Yadav (India),bowl,60,40,1,0.016666667,0.666666667,Afghanistan,Delhi,11-Oct-23,10,0,4,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,60,40,1,0.016666667,0.666666667,Netherlands,Lucknow,3-Nov-23,10,0,4,1,,,,,
England,AU Rashid (England),bowl,60,42,1,0.016666667,0.7,Bangladesh,Dharamsala,10-Oct-23,10,0,4.2,2,,,,,
England,LS Livingstone (England),bowl,36,42,1,0.027777778,1.166666667,Australia,Ahmedabad,4-Nov-23,6,0,7,1,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,60,43,1,0.016666667,0.716666667,New Zealand,Chennai,18-Oct-23,10,0,4.3,1,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,42,43,1,0.023809524,1.023809524,New Zealand,Bengaluru,9-Nov-23,7,0,6.14,2,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,36,44,1,0.027777778,1.222222222,England,Delhi,15-Oct-23,6,1,7.33,2,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,60,44,1,0.016666667,0.733333333,Netherlands,Lucknow,21-Oct-23,10,0,4.4,1,,,,,
Pakistan,Hasan Ali (Pakistan),bowl,60,44,1,0.016666667,0.733333333,Afghanistan,Chennai,23-Oct-23,10,1,4.4,2,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,54,44,1,0.018518519,0.814814815,South Africa,Wankhede,24-Oct-23,9,0,4.88,1,,,,,
Pakistan,Iftikhar Ahmed (Pakistan),bowl,60,44,1,0.016666667,0.733333333,Bangladesh,Eden Gardens,31-Oct-23,10,0,4.4,1,,,,,
Pakistan,Shadab Khan (Pakistan),bowl,48,45,1,0.020833333,0.9375,Netherlands,Hyderabad,6-Oct-23,8,0,5.62,2,,,,,
India,JJ Bumrah (India),bowl,60,45,1,0.016666667,0.75,New Zealand,Dharamsala,22-Oct-23,10,1,4.5,1,,,,,
India,Mohammed Siraj (India),bowl,60,45,1,0.016666667,0.75,New Zealand,Dharamsala,22-Oct-23,10,1,4.5,1,,,,,
South Africa,L Ngidi (South Africa),bowl,46,45,1,0.02173913,0.97826087,Pakistan,Chennai,27-Oct-23,7.4,0,5.86,1,,,,,
New Zealand,R Ravindra (New Zealand),bowl,60,46,1,0.016666667,0.766666667,Netherlands,Hyderabad,9-Oct-23,10,0,4.6,2,,,,,
England,MA Wood (England),bowl,54,46,1,0.018518519,0.851851852,India,Lucknow,29-Oct-23,9,1,5.11,1,,,,,
England,SM Curran (England),bowl,36,47,1,0.027777778,1.305555556,New Zealand,Ahmedabad,5-Oct-23,6,2,7.83,2,,,,,
England,SM Curran (England),bowl,44,47,1,0.022727273,1.068181818,Bangladesh,Dharamsala,10-Oct-23,7.2,0,6.4,2,,,,,
India,Kuldeep Yadav (India),bowl,60,47,1,0.016666667,0.783333333,Bangladesh,Pune,19-Oct-23,10,0,4.7,1,,,,,
New Zealand,TA Boult (New Zealand),bowl,60,48,1,0.016666667,0.8,England,Ahmedabad,5-Oct-23,10,1,4.8,1,,,,,
Netherlands,A Dutt (Netherlands),bowl,60,48,1,0.016666667,0.8,Pakistan,Hyderabad,6-Oct-23,10,0,4.8,1,,,,,
Sri Lanka,CAK Rajitha (Sri Lanka),bowl,60,48,1,0.016666667,0.8,Afghanistan,Pune,30-Oct-23,10,0,4.8,2,,,,,
England,DJ Willey (England),bowl,60,48,1,0.016666667,0.8,Australia,Ahmedabad,4-Nov-23,10,1,4.8,1,,,,,
South Africa,K Rabada (South Africa),bowl,60,48,1,0.016666667,0.8,India,Eden Gardens,5-Nov-23,10,1,4.8,1,,,,,
South Africa,L Ngidi (South Africa),bowl,48,49,1,0.020833333,1.020833333,Sri Lanka,Delhi,7-Oct-23,8,1,6.12,2,,,,,
New Zealand,TA Boult (New Zealand),bowl,60,49,1,0.016666667,0.816666667,South Africa,Pune,1-Nov-23,10,1,4.9,1,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,60,49,1,0.016666667,0.816666667,Sri Lanka,Delhi,6-Nov-23,10,0,4.9,1,,,,,
Afghanistan,Fazalhaq Farooqi (Afghanistan),bowl,42,50,1,0.023809524,1.19047619,England,Delhi,15-Oct-23,7,0,7.14,2,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,30,50,1,0.033333333,1.666666667,Pakistan,Chennai,23-Oct-23,5,0,10,1,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,60,50,1,0.016666667,0.833333333,Sri Lanka,Pune,30-Oct-23,10,0,5,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,60,51,1,0.016666667,0.85,South Africa,Ahmedabad,10-Nov-23,10,0,5.1,2,,,,,
Bangladesh,Shakib Al Hasan (Bangladesh),bowl,60,52,1,0.016666667,0.866666667,England,Dharamsala,10-Oct-23,10,0,5.2,1,,,,,
England,RJW Topley (England),bowl,53,52,1,0.018867925,0.981132075,Afghanistan,Delhi,15-Oct-23,8.5,1,5.88,1,,,,,
New Zealand,TG Southee (New Zealand),bowl,48,52,1,0.020833333,1.083333333,Sri Lanka,Bengaluru,9-Nov-23,8,0,6.5,1,,,,,
Sri Lanka,DN Wellalage (Sri Lanka),bowl,56,53,1,0.017857143,0.946428571,Australia,Lucknow,16-Oct-23,9.2,0,5.67,2,,,,,
Bangladesh,Shakib Al Hasan (Bangladesh),bowl,60,54,1,0.016666667,0.9,New Zealand,Chennai,13-Oct-23,10,0,5.4,2,,,,,
Pakistan,Shadab Khan (Pakistan),bowl,48,55,1,0.020833333,1.145833333,Sri Lanka,Hyderabad,10-Oct-23,8,0,6.87,1,,,,,
New Zealand,MJ Henry (New Zealand),bowl,54,55,1,0.018518519,1.018518519,India,Dharamsala,22-Oct-23,9,0,6.11,2,,,,,
Pakistan,Iftikhar Ahmed (Pakistan),bowl,48,55,1,0.020833333,1.145833333,New Zealand,Bengaluru,4-Nov-23,8,0,6.87,1,,,,,
Australia,GJ Maxwell (Australia),bowl,60,55,1,0.016666667,0.916666667,Afghanistan,Wankhede,7-Nov-23,10,0,5.5,1,,,,,
South Africa,G Coetzee (South Africa),bowl,48,57,1,0.020833333,1.1875,Netherlands,Dharamsala,17-Oct-23,8,0,7.12,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,60,57,1,0.016666667,0.95,New Zealand,Chennai,18-Oct-23,10,0,5.7,1,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,60,57,1,0.016666667,0.95,England,Pune,8-Nov-23,10,0,5.7,1,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,60,58,1,0.016666667,0.966666667,Afghanistan,Chennai,23-Oct-23,10,0,5.8,2,,,,,
Australia,A Zampa (Australia),bowl,60,58,1,0.016666667,0.966666667,Afghanistan,Wankhede,7-Nov-23,10,0,5.8,1,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,60,59,1,0.016666667,0.983333333,Pakistan,Hyderabad,10-Oct-23,10,0,5.9,2,,,,,
India,SN Thakur (India),bowl,54,59,1,0.018518519,1.092592593,Bangladesh,Pune,19-Oct-23,9,0,6.55,1,,,,,
Netherlands,A Dutt (Netherlands),bowl,42,59,1,0.023809524,1.404761905,Australia,Delhi,25-Oct-23,7,0,8.42,1,,,,,
Australia,JR Hazlewood (Australia),bowl,54,60,1,0.018518519,1.111111111,South Africa,Lucknow,12-Oct-23,9,0,6.66,1,,,,,
New Zealand,TA Boult (New Zealand),bowl,60,60,1,0.016666667,1,India,Dharamsala,22-Oct-23,10,0,6,2,,,,,
Pakistan,Mohammad Nawaz (3) (Pakistan),bowl,54,62,1,0.018518519,1.148148148,Sri Lanka,Hyderabad,10-Oct-23,9,0,6.88,1,,,,,
Australia,GJ Maxwell (Australia),bowl,60,62,1,0.016666667,1.033333333,New Zealand,Dharamsala,28-Oct-23,10,0,6.2,2,,,,,
South Africa,L Ngidi (South Africa),bowl,50,63,1,0.02,1.26,India,Eden Gardens,5-Nov-23,8.2,0,7.56,1,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,60,64,1,0.016666667,1.066666667,New Zealand,Hyderabad,9-Oct-23,10,0,6.4,1,,,,,
Bangladesh,Hasan Mahmud (Bangladesh),bowl,48,65,1,0.020833333,1.354166667,India,Pune,19-Oct-23,8,0,8.12,2,,,,,
Australia,MA Starc (Australia),bowl,48,65,1,0.020833333,1.354166667,Pakistan,Bengaluru,20-Oct-23,8,0,8.12,2,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,54,66,1,0.018518519,1.222222222,Sri Lanka,Hyderabad,10-Oct-23,9,0,7.33,1,,,,,
Pakistan,Usama Mir (Pakistan),bowl,60,66,1,0.016666667,1.1,Bangladesh,Eden Gardens,31-Oct-23,10,0,6.6,1,,,,,
New Zealand,MJ Henry (New Zealand),bowl,38,67,1,0.026315789,1.763157895,Australia,Dharamsala,28-Oct-23,6.2,0,10.57,1,,,,,
Bangladesh,Shakib Al Hasan (Bangladesh),bowl,54,69,1,0.018518519,1.277777778,South Africa,Wankhede,24-Oct-23,9,0,7.66,1,,,,,
New Zealand,JDS Neesham (New Zealand),bowl,33,69,1,0.03030303,2.090909091,South Africa,Pune,1-Nov-23,5.3,0,12.54,1,,,,,
Australia,A Zampa (Australia),bowl,60,70,1,0.016666667,1.166666667,South Africa,Lucknow,12-Oct-23,10,0,7,1,,,,,
Australia,MA Starc (Australia),bowl,54,70,1,0.018518519,1.296296296,Afghanistan,Wankhede,7-Nov-23,9,0,7.77,1,,,,,
Australia,PJ Cummins (Australia),bowl,54,71,1,0.018518519,1.314814815,South Africa,Lucknow,12-Oct-23,9,0,7.88,1,,,,,
Sri Lanka,PVD Chameera (Sri Lanka),bowl,60,71,1,0.016666667,1.183333333,India,Wankhede,2-Nov-23,10,2,7.1,1,,,,,
South Africa,T Shamsi (South Africa),bowl,60,72,1,0.016666667,1.2,India,Eden Gardens,5-Nov-23,10,0,7.2,1,,,,,
New Zealand,R Ravindra (New Zealand),bowl,60,76,1,0.016666667,1.266666667,England,Ahmedabad,5-Oct-23,10,0,7.6,1,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,54,76,1,0.018518519,1.407407407,South Africa,Wankhede,24-Oct-23,9,0,8.44,1,,,,,
Sri Lanka,DN Wellalage (Sri Lanka),bowl,60,81,1,0.016666667,1.35,South Africa,Delhi,7-Oct-23,10,0,8.1,1,,,,,
Pakistan,Usama Mir (Pakistan),bowl,54,82,1,0.018518519,1.518518519,Australia,Bengaluru,20-Oct-23,9,0,9.11,1,,,,,
Pakistan,Hasan Ali (Pakistan),bowl,60,82,1,0.016666667,1.366666667,New Zealand,Bengaluru,4-Nov-23,10,0,8.2,1,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,60,85,1,0.016666667,1.416666667,New Zealand,Bengaluru,4-Nov-23,10,0,8.5,1,,,,,
Sri Lanka,CAK Rajitha (Sri Lanka),bowl,60,90,1,0.016666667,1.5,South Africa,Delhi,7-Oct-23,10,1,9,1,,,,,
Sri Lanka,M Pathirana (Sri Lanka),bowl,54,90,1,0.018518519,1.666666667,Pakistan,Hyderabad,10-Oct-23,9,0,10,2,,,,,
South Africa,M Jansen (South Africa),bowl,58,94,1,0.017241379,1.620689655,India,Eden Gardens,5-Nov-23,9.4,0,9.72,1,,,,,
Sri Lanka,M Pathirana (Sri Lanka),bowl,60,95,1,0.016666667,1.583333333,South Africa,Delhi,7-Oct-23,10,0,9.5,1,,,,,
New Zealand,DJ Mitchell (New Zealand),bowl,3,1,0,0,0.333333333,Pakistan,Bengaluru,4-Nov-23,0.3,0,2,2,,,,,
India,V Kohli (India),bowl,3,2,0,0,0.666666667,Bangladesh,Pune,19-Oct-23,0.3,0,4,1,,,,,
Australia,MP Stoinis (Australia),bowl,6,2,0,0,0.333333333,Afghanistan,Wankhede,7-Nov-23,1,0,2,1,,,,,
India,Kuldeep Yadav (India),bowl,12,3,0,0,0.25,Sri Lanka,Wankhede,2-Nov-23,2,0,1.5,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,6,3,0,0,0.5,Sri Lanka,Bengaluru,9-Nov-23,1,0,3,1,,,,,
Bangladesh,Najmul Hossain Shanto (Bangladesh),bowl,6,5,0,0,0.833333333,Pakistan,Eden Gardens,31-Oct-23,1,0,5,2,,,,,
Australia,MR Marsh (Australia),bowl,6,6,0,0,1,South Africa,Lucknow,12-Oct-23,1,0,6,1,,,,,
Bangladesh,Mahmudullah (Bangladesh),bowl,6,6,0,0,1,India,Pune,19-Oct-23,1,0,6,2,,,,,
Bangladesh,Mahmudullah (Bangladesh),bowl,6,7,0,0,1.166666667,Afghanistan,Dharamsala,7-Oct-23,1,0,7,1,,,,,
India,HH Pandya (India),bowl,3,8,0,0,2.666666667,Bangladesh,Pune,19-Oct-23,0.3,0,16,1,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,6,8,0,0,1.333333333,South Africa,Ahmedabad,10-Nov-23,1,0,8,2,,,,,
Netherlands,Vikramjit Singh (Netherlands),bowl,6,9,0,0,1.5,New Zealand,Hyderabad,9-Oct-23,1,0,9,1,,,,,
Sri Lanka,KIC Asalanka (Sri Lanka),bowl,6,10,0,0,1.666666667,Pakistan,Hyderabad,10-Oct-23,1,0,10,2,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,6,10,0,0,1.666666667,England,Bengaluru,26-Oct-23,1,0,10,1,,,,,
Australia,C Green (Australia),bowl,12,11,0,0,0.916666667,India,Chennai,8-Oct-23,2,0,5.5,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,12,11,0,0,0.916666667,Netherlands,Hyderabad,9-Oct-23,2,0,5.5,2,,,,,
Australia,MP Stoinis (Australia),bowl,12,11,0,0,0.916666667,South Africa,Lucknow,12-Oct-23,2,0,5.5,1,,,,,
New Zealand,DJ Mitchell (New Zealand),bowl,6,11,0,0,1.833333333,Bangladesh,Chennai,13-Oct-23,1,0,11,1,,,,,
Australia,MP Stoinis (Australia),bowl,12,11,0,0,0.916666667,Sri Lanka,Lucknow,16-Oct-23,2,0,5.5,1,,,,,
Sri Lanka,AD Mathews (Sri Lanka),bowl,18,11,0,0,0.611111111,India,Wankhede,2-Nov-23,3,0,3.66,1,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,18,11,0,0,0.611111111,Netherlands,Lucknow,3-Nov-23,3,0,3.66,1,,,,,
India,SN Thakur (India),bowl,12,12,0,0,1,Pakistan,Ahmedabad,14-Oct-23,2,0,6,1,,,,,
New Zealand,GD Phillips (New Zealand),bowl,12,12,0,0,1,India,Dharamsala,22-Oct-23,2,0,6,2,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,18,12,0,0,0.666666667,Afghanistan,Lucknow,3-Nov-23,3,0,4,2,,,,,
Afghanistan,Rahmat Shah (Afghanistan),bowl,6,12,0,0,2,South Africa,Ahmedabad,10-Nov-23,1,0,12,2,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,12,13,0,0,1.083333333,England,Delhi,15-Oct-23,2,0,6.5,2,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,18,13,0,0,0.722222222,Australia,Lucknow,16-Oct-23,3,0,4.33,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,18,13,0,0,0.722222222,Afghanistan,Chennai,18-Oct-23,3,0,4.33,2,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,24,13,0,0,0.541666667,Netherlands,Lucknow,21-Oct-23,4,0,3.25,1,,,,,
Netherlands,Shariz Ahmad (Netherlands),bowl,12,13,0,0,1.083333333,Bangladesh,Eden Gardens,28-Oct-23,2,0,6.5,2,,,,,
India,JJ Bumrah (India),bowl,30,14,0,0,0.466666667,South Africa,Eden Gardens,5-Nov-23,5,0,2.8,2,,,,,
Netherlands,Saqib Zulfiqar (Netherlands),bowl,12,15,0,0,1.25,Pakistan,Hyderabad,6-Oct-23,2,0,7.5,1,,,,,
Sri Lanka,C Karunaratne (Sri Lanka),bowl,18,15,0,0,0.833333333,Australia,Lucknow,16-Oct-23,3,0,5,2,,,,,
Australia,TM Head (Australia),bowl,18,15,0,0,0.833333333,Afghanistan,Wankhede,7-Nov-23,3,0,5,1,,,,,
Netherlands,Vikramjit Singh (Netherlands),bowl,12,16,0,0,1.333333333,Pakistan,Hyderabad,6-Oct-23,2,0,8,1,,,,,
England,LS Livingstone (England),bowl,18,17,0,0,0.944444444,Sri Lanka,Bengaluru,26-Oct-23,3,0,5.66,2,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,24,17,0,0,0.708333333,Netherlands,Eden Gardens,28-Oct-23,4,0,4.25,1,,,,,
New Zealand,R Ravindra (New Zealand),bowl,12,17,0,0,1.416666667,South Africa,Pune,1-Nov-23,2,0,8.5,1,,,,,
South Africa,AK Markram (South Africa),bowl,12,17,0,0,1.416666667,India,Eden Gardens,5-Nov-23,2,0,8.5,1,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,36,18,0,0,0.5,Bangladesh,Dharamsala,7-Oct-23,6,1,3,2,,,,,
Australia,MR Marsh (Australia),bowl,12,18,0,0,1.5,New Zealand,Dharamsala,28-Oct-23,2,0,9,2,,,,,
Sri Lanka,AD Mathews (Sri Lanka),bowl,18,18,0,0,1,Afghanistan,Pune,30-Oct-23,3,0,6,2,,,,,
Netherlands,A Dutt (Netherlands),bowl,30,19,0,0,0.633333333,South Africa,Dharamsala,17-Oct-23,5,1,3.8,2,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,24,19,0,0,0.791666667,Australia,Delhi,25-Oct-23,4,0,4.75,1,,,,,
Bangladesh,Mahmudullah (Bangladesh),bowl,18,20,0,0,1.111111111,South Africa,Wankhede,24-Oct-23,3,0,6.66,1,,,,,
South Africa,AK Markram (South Africa),bowl,24,20,0,0,0.833333333,Pakistan,Chennai,27-Oct-23,4,0,5,1,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,18,20,0,0,1.111111111,Bangladesh,Delhi,6-Nov-23,3,0,6.66,2,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,12,20,0,0,1.666666667,Australia,Wankhede,7-Nov-23,2,0,10,2,,,,,
England,MM Ali (England),bowl,18,21,0,0,1.166666667,Sri Lanka,Bengaluru,26-Oct-23,3,0,7,2,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,24,21,0,0,0.875,Afghanistan,Pune,30-Oct-23,4,0,5.25,2,,,,,
Pakistan,Agha Salman (Pakistan),bowl,12,21,0,0,1.75,New Zealand,Bengaluru,4-Nov-23,2,0,10.5,1,,,,,
